state_name,year,condition_status,counts,condition
Arkansas,2018,Yes,827,chronic_htn
Arkansas,2018,No,36188,chronic_htn
Arkansas,2019,Yes,892,chronic_htn
Arkansas,2019,No,35671,chronic_htn
Arkansas,2020,Yes,874,chronic_htn
Arkansas,2020,No,34377,chronic_htn
Arkansas,2021,Yes,1088,chronic_htn
Arkansas,2021,No,34876,chronic_htn
California,2007,Yes,2363,chronic_htn
California,2007,No,564040,chronic_htn
California,2007,Unknown or Not Stated,11,chronic_htn
California,2008,Yes,2348,chronic_htn
California,2008,No,549415,chronic_htn
California,2008,Unknown or Not Stated,16,chronic_htn
California,2009,Yes,2727,chronic_htn
California,2009,No,524288,chronic_htn
California,2010,Yes,2642,chronic_htn
California,2010,No,507553,chronic_htn
California,2011,Yes,3162,chronic_htn
California,2011,No,498956,chronic_htn
California,2012,Yes,3460,chronic_htn
California,2012,No,500291,chronic_htn
California,2013,Yes,3659,chronic_htn
California,2013,No,491043,chronic_htn
California,2014,Yes,3820,chronic_htn
California,2014,No,499057,chronic_htn
California,2015,Yes,3800,chronic_htn
California,2015,No,487947,chronic_htn
California,2016,Yes,4157,chronic_htn
California,2016,No,484667,chronic_htn
California,2017,Yes,4554,chronic_htn
California,2017,No,467101,chronic_htn
California,2018,Yes,4955,chronic_htn
California,2018,No,449956,chronic_htn
California,2019,Yes,5350,chronic_htn
California,2019,No,440784,chronic_htn
California,2019,Unknown or Not Stated,345,chronic_htn
California,2020,Yes,6075,chronic_htn
California,2020,No,413965,chronic_htn
California,2020,Unknown or Not Stated,219,chronic_htn
California,2021,Yes,6788,chronic_htn
California,2021,No,413579,chronic_htn
California,2021,Unknown or Not Stated,241,chronic_htn
Colorado,2007,Yes,744,chronic_htn
Colorado,2007,No,70054,chronic_htn
Colorado,2007,Unknown or Not Stated,11,chronic_htn
Colorado,2008,Yes,594,chronic_htn
Colorado,2008,No,69428,chronic_htn
Colorado,2009,Yes,629,chronic_htn
Colorado,2009,No,67994,chronic_htn
Colorado,2010,Yes,631,chronic_htn
Colorado,2010,No,65716,chronic_htn
Colorado,2011,Yes,688,chronic_htn
Colorado,2011,No,64362,chronic_htn
Colorado,2012,Yes,617,chronic_htn
Colorado,2012,No,64561,chronic_htn
Colorado,2013,Yes,692,chronic_htn
Colorado,2013,No,64310,chronic_htn
Colorado,2014,Yes,654,chronic_htn
Colorado,2014,No,65166,chronic_htn
Colorado,2014,Unknown or Not Stated,10,chronic_htn
Colorado,2015,Yes,748,chronic_htn
Colorado,2015,No,65826,chronic_htn
Colorado,2016,Yes,851,chronic_htn
Colorado,2016,No,65750,chronic_htn
Colorado,2016,Unknown or Not Stated,12,chronic_htn
Colorado,2017,Yes,822,chronic_htn
Colorado,2017,No,63551,chronic_htn
Colorado,2018,Yes,983,chronic_htn
Colorado,2018,No,61894,chronic_htn
Colorado,2019,Yes,996,chronic_htn
Colorado,2019,No,61863,chronic_htn
Colorado,2019,Unknown or Not Stated,10,chronic_htn
Colorado,2020,Yes,974,chronic_htn
Colorado,2020,No,60505,chronic_htn
Colorado,2020,Unknown or Not Stated,15,chronic_htn
Colorado,2021,Yes,1004,chronic_htn
Colorado,2021,No,61936,chronic_htn
Connecticut,2007,Yes,478,chronic_htn
Connecticut,2007,No,41115,chronic_htn
Connecticut,2007,Unknown or Not Stated,67,chronic_htn
Connecticut,2008,Yes,489,chronic_htn
Connecticut,2008,No,39878,chronic_htn
Connecticut,2008,Unknown or Not Stated,32,chronic_htn
Connecticut,2009,Yes,499,chronic_htn
Connecticut,2009,No,38269,chronic_htn
Connecticut,2009,Unknown or Not Stated,128,chronic_htn
Connecticut,2010,Yes,540,chronic_htn
Connecticut,2010,No,37060,chronic_htn
Connecticut,2010,Unknown or Not Stated,108,chronic_htn
Connecticut,2011,Yes,630,chronic_htn
Connecticut,2011,No,36047,chronic_htn
Connecticut,2011,Unknown or Not Stated,604,chronic_htn
Connecticut,2012,Yes,595,chronic_htn
Connecticut,2012,No,35872,chronic_htn
Connecticut,2012,Unknown or Not Stated,72,chronic_htn
Connecticut,2013,Yes,599,chronic_htn
Connecticut,2013,No,35466,chronic_htn
Connecticut,2013,Unknown or Not Stated,20,chronic_htn
Connecticut,2014,Yes,638,chronic_htn
Connecticut,2014,No,35625,chronic_htn
Connecticut,2014,Unknown or Not Stated,22,chronic_htn
Connecticut,2015,Yes,650,chronic_htn
Connecticut,2015,No,35083,chronic_htn
Connecticut,2015,Unknown or Not Stated,13,chronic_htn
Connecticut,2016,Yes,715,chronic_htn
Connecticut,2016,No,34606,chronic_htn
Connecticut,2016,Unknown or Not Stated,694,chronic_htn
Connecticut,2017,Yes,771,chronic_htn
Connecticut,2017,No,34177,chronic_htn
Connecticut,2017,Unknown or Not Stated,273,chronic_htn
Connecticut,2018,Yes,813,chronic_htn
Connecticut,2018,No,33801,chronic_htn
Connecticut,2018,Unknown or Not Stated,111,chronic_htn
Connecticut,2019,Yes,911,chronic_htn
Connecticut,2019,No,33226,chronic_htn
Connecticut,2019,Unknown or Not Stated,121,chronic_htn
Connecticut,2020,Yes,961,chronic_htn
Connecticut,2020,No,32360,chronic_htn
Connecticut,2020,Unknown or Not Stated,139,chronic_htn
Connecticut,2021,Yes,1129,chronic_htn
Connecticut,2021,No,34516,chronic_htn
Connecticut,2021,Unknown or Not Stated,25,chronic_htn
Delaware,2007,Yes,231,chronic_htn
Delaware,2007,No,11937,chronic_htn
Delaware,2008,Yes,369,chronic_htn
Delaware,2008,No,11720,chronic_htn
Delaware,2009,Yes,374,chronic_htn
Delaware,2009,No,11185,chronic_htn
Delaware,2010,Yes,354,chronic_htn
Delaware,2010,No,11010,chronic_htn
Delaware,2011,Yes,395,chronic_htn
Delaware,2011,No,10862,chronic_htn
Delaware,2012,Yes,375,chronic_htn
Delaware,2012,No,10648,chronic_htn
Delaware,2013,Yes,374,chronic_htn
Delaware,2013,No,10457,chronic_htn
Delaware,2014,Yes,396,chronic_htn
Delaware,2014,No,10576,chronic_htn
Delaware,2015,Yes,399,chronic_htn
Delaware,2015,No,10767,chronic_htn
Delaware,2016,Yes,373,chronic_htn
Delaware,2016,No,10618,chronic_htn
Delaware,2017,Yes,372,chronic_htn
Delaware,2017,No,10482,chronic_htn
Delaware,2018,Yes,351,chronic_htn
Delaware,2018,No,10266,chronic_htn
Delaware,2019,Yes,409,chronic_htn
Delaware,2019,No,10138,chronic_htn
Delaware,2019,Unknown or Not Stated,15,chronic_htn
Delaware,2020,Yes,388,chronic_htn
Delaware,2020,No,9972,chronic_htn
Delaware,2020,Unknown or Not Stated,32,chronic_htn
Delaware,2021,Yes,340,chronic_htn
Delaware,2021,No,10116,chronic_htn
Delaware,2021,Unknown or Not Stated,26,chronic_htn
District of Columbia,2007,Yes,96,chronic_htn
District of Columbia,2007,No,8768,chronic_htn
District of Columbia,2008,Yes,119,chronic_htn
District of Columbia,2008,No,9011,chronic_htn
District of Columbia,2009,Yes,160,chronic_htn
District of Columbia,2009,No,8745,chronic_htn
District of Columbia,2009,Unknown or Not Stated,135,chronic_htn
District of Columbia,2010,Yes,146,chronic_htn
District of Columbia,2010,No,8907,chronic_htn
District of Columbia,2010,Unknown or Not Stated,112,chronic_htn
District of Columbia,2011,Yes,158,chronic_htn
District of Columbia,2011,No,8954,chronic_htn
District of Columbia,2011,Unknown or Not Stated,183,chronic_htn
District of Columbia,2012,Yes,168,chronic_htn
District of Columbia,2012,No,9158,chronic_htn
District of Columbia,2012,Unknown or Not Stated,73,chronic_htn
District of Columbia,2013,Yes,235,chronic_htn
District of Columbia,2013,No,8843,chronic_htn
District of Columbia,2013,Unknown or Not Stated,210,chronic_htn
District of Columbia,2014,Yes,200,chronic_htn
District of Columbia,2014,No,9162,chronic_htn
District of Columbia,2014,Unknown or Not Stated,147,chronic_htn
District of Columbia,2015,Yes,227,chronic_htn
District of Columbia,2015,No,9346,chronic_htn
District of Columbia,2016,Yes,233,chronic_htn
District of Columbia,2016,No,9610,chronic_htn
District of Columbia,2016,Unknown or Not Stated,15,chronic_htn
District of Columbia,2017,Yes,208,chronic_htn
District of Columbia,2017,No,9351,chronic_htn
District of Columbia,2018,Yes,228,chronic_htn
District of Columbia,2018,No,8982,chronic_htn
District of Columbia,2019,Yes,239,chronic_htn
District of Columbia,2019,No,8836,chronic_htn
District of Columbia,2020,Yes,326,chronic_htn
District of Columbia,2020,No,8544,chronic_htn
District of Columbia,2021,Yes,274,chronic_htn
District of Columbia,2021,No,8380,chronic_htn
Florida,2007,Yes,2842,chronic_htn
Florida,2007,No,235533,chronic_htn
Florida,2007,Unknown or Not Stated,790,chronic_htn
Florida,2008,Yes,3401,chronic_htn
Florida,2008,No,227291,chronic_htn
Florida,2008,Unknown or Not Stated,753,chronic_htn
Florida,2009,Yes,3306,chronic_htn
Florida,2009,No,217543,chronic_htn
Florida,2009,Unknown or Not Stated,545,chronic_htn
Florida,2010,Yes,3171,chronic_htn
Florida,2010,No,210867,chronic_htn
Florida,2010,Unknown or Not Stated,552,chronic_htn
Florida,2011,Yes,3206,chronic_htn
Florida,2011,No,209337,chronic_htn
Florida,2011,Unknown or Not Stated,871,chronic_htn
Florida,2012,Yes,3148,chronic_htn
Florida,2012,No,209602,chronic_htn
Florida,2012,Unknown or Not Stated,398,chronic_htn
Florida,2013,Yes,3104,chronic_htn
Florida,2013,No,211931,chronic_htn
Florida,2013,Unknown or Not Stated,372,chronic_htn
Florida,2014,Yes,3001,chronic_htn
Florida,2014,No,216655,chronic_htn
Florida,2014,Unknown or Not Stated,335,chronic_htn
Florida,2015,Yes,2998,chronic_htn
Florida,2015,No,220927,chronic_htn
Florida,2015,Unknown or Not Stated,344,chronic_htn
Florida,2016,Yes,3315,chronic_htn
Florida,2016,No,221291,chronic_htn
Florida,2016,Unknown or Not Stated,416,chronic_htn
Florida,2017,Yes,3493,chronic_htn
Florida,2017,No,219633,chronic_htn
Florida,2017,Unknown or Not Stated,504,chronic_htn
Florida,2018,Yes,3950,chronic_htn
Florida,2018,No,217120,chronic_htn
Florida,2018,Unknown or Not Stated,472,chronic_htn
Florida,2019,Yes,4278,chronic_htn
Florida,2019,No,215407,chronic_htn
Florida,2019,Unknown or Not Stated,317,chronic_htn
Florida,2020,Yes,4698,chronic_htn
Florida,2020,No,204679,chronic_htn
Florida,2020,Unknown or Not Stated,294,chronic_htn
Florida,2021,Yes,4898,chronic_htn
Florida,2021,No,210683,chronic_htn
Florida,2021,Unknown or Not Stated,679,chronic_htn
Georgia,2007,Yes,1642,chronic_htn
Georgia,2007,No,140310,chronic_htn
Georgia,2007,Unknown or Not Stated,9185,chronic_htn
Georgia,2008,Yes,1868,chronic_htn
Georgia,2008,No,128077,chronic_htn
Georgia,2008,Unknown or Not Stated,16658,chronic_htn
Georgia,2009,Yes,1689,chronic_htn
Georgia,2009,No,130376,chronic_htn
Georgia,2009,Unknown or Not Stated,9312,chronic_htn
Georgia,2010,Yes,1866,chronic_htn
Georgia,2010,No,126660,chronic_htn
Georgia,2010,Unknown or Not Stated,5421,chronic_htn
Georgia,2011,Yes,1777,chronic_htn
Georgia,2011,No,124804,chronic_htn
Georgia,2011,Unknown or Not Stated,5828,chronic_htn
Georgia,2012,Yes,1964,chronic_htn
Georgia,2012,No,124158,chronic_htn
Georgia,2012,Unknown or Not Stated,4158,chronic_htn
Georgia,2013,Yes,2104,chronic_htn
Georgia,2013,No,123033,chronic_htn
Georgia,2013,Unknown or Not Stated,3611,chronic_htn
Georgia,2014,Yes,2372,chronic_htn
Georgia,2014,No,125465,chronic_htn
Georgia,2014,Unknown or Not Stated,3109,chronic_htn
Georgia,2015,Yes,2573,chronic_htn
Georgia,2015,No,128018,chronic_htn
Georgia,2015,Unknown or Not Stated,813,chronic_htn
Georgia,2016,Yes,2701,chronic_htn
Georgia,2016,No,126993,chronic_htn
Georgia,2016,Unknown or Not Stated,348,chronic_htn
Georgia,2017,Yes,2807,chronic_htn
Georgia,2017,No,126054,chronic_htn
Georgia,2017,Unknown or Not Stated,382,chronic_htn
Georgia,2018,Yes,2736,chronic_htn
Georgia,2018,No,123175,chronic_htn
Georgia,2018,Unknown or Not Stated,261,chronic_htn
Georgia,2019,Yes,2984,chronic_htn
Georgia,2019,No,123186,chronic_htn
Georgia,2019,Unknown or Not Stated,201,chronic_htn
Georgia,2020,Yes,3537,chronic_htn
Georgia,2020,No,118793,chronic_htn
Georgia,2020,Unknown or Not Stated,143,chronic_htn
Georgia,2021,Yes,3650,chronic_htn
Georgia,2021,No,120254,chronic_htn
Georgia,2021,Unknown or Not Stated,169,chronic_htn
Hawaii,2007,Yes,334,chronic_htn
Hawaii,2007,No,18799,chronic_htn
Hawaii,2008,Yes,398,chronic_htn
Hawaii,2008,No,19085,chronic_htn
Hawaii,2009,Yes,414,chronic_htn
Hawaii,2009,No,18471,chronic_htn
Hawaii,2010,Yes,427,chronic_htn
Hawaii,2010,No,18561,chronic_htn
Hawaii,2011,Yes,455,chronic_htn
Hawaii,2011,No,18500,chronic_htn
Hawaii,2012,Yes,470,chronic_htn
Hawaii,2012,No,18510,chronic_htn
Hawaii,2013,Yes,446,chronic_htn
Hawaii,2013,No,18511,chronic_htn
Hawaii,2013,Unknown or Not Stated,30,chronic_htn
Hawaii,2014,Yes,123,chronic_htn
Hawaii,2014,No,18427,chronic_htn
Hawaii,2015,Yes,275,chronic_htn
Hawaii,2015,No,18145,chronic_htn
Hawaii,2016,Yes,256,chronic_htn
Hawaii,2016,No,17803,chronic_htn
Hawaii,2017,Yes,173,chronic_htn
Hawaii,2017,No,17344,chronic_htn
Hawaii,2018,Yes,196,chronic_htn
Hawaii,2018,No,16776,chronic_htn
Hawaii,2019,Yes,219,chronic_htn
Hawaii,2019,No,16578,chronic_htn
Hawaii,2020,Yes,306,chronic_htn
Hawaii,2020,No,15478,chronic_htn
Hawaii,2021,Yes,311,chronic_htn
Hawaii,2021,No,15309,chronic_htn
Idaho,2007,Yes,225,chronic_htn
Idaho,2007,No,24751,chronic_htn
Idaho,2007,Unknown or Not Stated,43,chronic_htn
Idaho,2008,Yes,273,chronic_htn
Idaho,2008,No,24841,chronic_htn
Idaho,2008,Unknown or Not Stated,35,chronic_htn
Idaho,2009,Yes,241,chronic_htn
Idaho,2009,No,23473,chronic_htn
Idaho,2009,Unknown or Not Stated,23,chronic_htn
Idaho,2010,Yes,232,chronic_htn
Idaho,2010,No,22946,chronic_htn
Idaho,2010,Unknown or Not Stated,20,chronic_htn
Idaho,2011,Yes,238,chronic_htn
Idaho,2011,No,22044,chronic_htn
Idaho,2011,Unknown or Not Stated,23,chronic_htn
Idaho,2012,Yes,262,chronic_htn
Idaho,2012,No,22680,chronic_htn
Idaho,2012,Unknown or Not Stated,21,chronic_htn
Idaho,2013,Yes,241,chronic_htn
Idaho,2013,No,22100,chronic_htn
Idaho,2013,Unknown or Not Stated,42,chronic_htn
Idaho,2014,Yes,257,chronic_htn
Idaho,2014,No,22617,chronic_htn
Idaho,2015,Yes,227,chronic_htn
Idaho,2015,No,22588,chronic_htn
Idaho,2015,Unknown or Not Stated,12,chronic_htn
Idaho,2016,Yes,222,chronic_htn
Idaho,2016,No,22236,chronic_htn
Idaho,2016,Unknown or Not Stated,24,chronic_htn
Idaho,2017,Yes,243,chronic_htn
Idaho,2017,No,21921,chronic_htn
Idaho,2017,Unknown or Not Stated,17,chronic_htn
Idaho,2018,Yes,246,chronic_htn
Idaho,2018,No,21136,chronic_htn
Idaho,2018,Unknown or Not Stated,21,chronic_htn
Idaho,2019,Yes,277,chronic_htn
Idaho,2019,No,21773,chronic_htn
Idaho,2019,Unknown or Not Stated,13,chronic_htn
Idaho,2020,Yes,339,chronic_htn
Idaho,2020,No,21176,chronic_htn
Idaho,2020,Unknown or Not Stated,18,chronic_htn
Idaho,2021,Yes,389,chronic_htn
Idaho,2021,No,22019,chronic_htn
Idaho,2021,Unknown or Not Stated,19,chronic_htn
Illinois,2007,Yes,2000,chronic_htn
Illinois,2007,No,178827,chronic_htn
Illinois,2008,Yes,2303,chronic_htn
Illinois,2008,No,174483,chronic_htn
Illinois,2009,Yes,2501,chronic_htn
Illinois,2009,No,168655,chronic_htn
Illinois,2010,Yes,2285,chronic_htn
Illinois,2010,No,161171,chronic_htn
Illinois,2010,Unknown or Not Stated,1744,chronic_htn
Illinois,2011,Yes,2229,chronic_htn
Illinois,2011,No,158406,chronic_htn
Illinois,2011,Unknown or Not Stated,677,chronic_htn
Illinois,2012,Yes,2275,chronic_htn
Illinois,2012,No,155885,chronic_htn
Illinois,2012,Unknown or Not Stated,1000,chronic_htn
Illinois,2013,Yes,2289,chronic_htn
Illinois,2013,No,153876,chronic_htn
Illinois,2013,Unknown or Not Stated,766,chronic_htn
Illinois,2014,Yes,2547,chronic_htn
Illinois,2014,No,155172,chronic_htn
Illinois,2014,Unknown or Not Stated,837,chronic_htn
Illinois,2015,Yes,2809,chronic_htn
Illinois,2015,No,155129,chronic_htn
Illinois,2015,Unknown or Not Stated,178,chronic_htn
Illinois,2016,Yes,3053,chronic_htn
Illinois,2016,No,151166,chronic_htn
Illinois,2016,Unknown or Not Stated,226,chronic_htn
Illinois,2017,Yes,3267,chronic_htn
Illinois,2017,No,145758,chronic_htn
Illinois,2017,Unknown or Not Stated,365,chronic_htn
Illinois,2018,Yes,3548,chronic_htn
Illinois,2018,No,141014,chronic_htn
Illinois,2018,Unknown or Not Stated,253,chronic_htn
Illinois,2019,Yes,3733,chronic_htn
Illinois,2019,No,136273,chronic_htn
Illinois,2019,Unknown or Not Stated,122,chronic_htn
Illinois,2020,Yes,3807,chronic_htn
Illinois,2020,No,129323,chronic_htn
Illinois,2020,Unknown or Not Stated,168,chronic_htn
Illinois,2021,Yes,4073,chronic_htn
Illinois,2021,No,127993,chronic_htn
Illinois,2021,Unknown or Not Stated,123,chronic_htn
Indiana,2007,Yes,969,chronic_htn
Indiana,2007,No,88879,chronic_htn
Indiana,2007,Unknown or Not Stated,16,chronic_htn
Indiana,2008,Yes,936,chronic_htn
Indiana,2008,No,87797,chronic_htn
Indiana,2009,Yes,963,chronic_htn
Indiana,2009,No,85699,chronic_htn
Indiana,2009,Unknown or Not Stated,11,chronic_htn
Indiana,2010,Yes,1016,chronic_htn
Indiana,2010,No,82914,chronic_htn
Indiana,2010,Unknown or Not Stated,10,chronic_htn
Indiana,2011,Yes,1097,chronic_htn
Indiana,2011,No,82592,chronic_htn
Indiana,2011,Unknown or Not Stated,12,chronic_htn
Indiana,2012,Yes,1127,chronic_htn
Indiana,2012,No,82095,chronic_htn
Indiana,2013,Yes,1196,chronic_htn
Indiana,2013,No,81901,chronic_htn
Indiana,2014,Yes,1223,chronic_htn
Indiana,2014,No,82855,chronic_htn
Indiana,2015,Yes,1233,chronic_htn
Indiana,2015,No,82805,chronic_htn
Indiana,2016,Yes,1271,chronic_htn
Indiana,2016,No,81816,chronic_htn
Indiana,2017,Yes,1521,chronic_htn
Indiana,2017,No,80639,chronic_htn
Indiana,2017,Unknown or Not Stated,10,chronic_htn
Indiana,2018,Yes,1622,chronic_htn
Indiana,2018,No,80015,chronic_htn
Indiana,2019,Yes,1934,chronic_htn
Indiana,2019,No,78921,chronic_htn
Indiana,2020,Yes,2117,chronic_htn
Indiana,2020,No,76452,chronic_htn
Indiana,2020,Unknown or Not Stated,47,chronic_htn
Indiana,2021,Yes,2707,chronic_htn
Indiana,2021,No,76778,chronic_htn
Indiana,2021,Unknown or Not Stated,461,chronic_htn
Iowa,2007,Yes,578,chronic_htn
Iowa,2007,No,40293,chronic_htn
Iowa,2007,Unknown or Not Stated,15,chronic_htn
Iowa,2008,Yes,522,chronic_htn
Iowa,2008,No,39698,chronic_htn
Iowa,2009,Yes,542,chronic_htn
Iowa,2009,No,39151,chronic_htn
Iowa,2010,Yes,571,chronic_htn
Iowa,2010,No,38143,chronic_htn
Iowa,2011,Yes,617,chronic_htn
Iowa,2011,No,37592,chronic_htn
Iowa,2012,Yes,599,chronic_htn
Iowa,2012,No,38096,chronic_htn
Iowa,2013,Yes,670,chronic_htn
Iowa,2013,No,38416,chronic_htn
Iowa,2014,Yes,689,chronic_htn
Iowa,2014,No,38995,chronic_htn
Iowa,2015,Yes,678,chronic_htn
Iowa,2015,No,38803,chronic_htn
Iowa,2016,Yes,669,chronic_htn
Iowa,2016,No,38733,chronic_htn
Iowa,2017,Yes,749,chronic_htn
Iowa,2017,No,37679,chronic_htn
Iowa,2018,Yes,861,chronic_htn
Iowa,2018,No,36924,chronic_htn
Iowa,2019,Yes,836,chronic_htn
Iowa,2019,No,36811,chronic_htn
Iowa,2020,Yes,881,chronic_htn
Iowa,2020,No,35232,chronic_htn
Iowa,2021,Yes,1097,chronic_htn
Iowa,2021,No,35730,chronic_htn
Kansas,2007,Yes,396,chronic_htn
Kansas,2007,No,41606,chronic_htn
Kansas,2008,Yes,381,chronic_htn
Kansas,2008,No,41450,chronic_htn
Kansas,2009,Yes,376,chronic_htn
Kansas,2009,No,41019,chronic_htn
Kansas,2010,Yes,405,chronic_htn
Kansas,2010,No,40242,chronic_htn
Kansas,2011,Yes,429,chronic_htn
Kansas,2011,No,39213,chronic_htn
Kansas,2012,Yes,496,chronic_htn
Kansas,2012,No,39845,chronic_htn
Kansas,2013,Yes,552,chronic_htn
Kansas,2013,No,38287,chronic_htn
Kansas,2014,Yes,530,chronic_htn
Kansas,2014,No,38693,chronic_htn
Kansas,2015,Yes,548,chronic_htn
Kansas,2015,No,38606,chronic_htn
Kansas,2016,Yes,500,chronic_htn
Kansas,2016,No,37553,chronic_htn
Kansas,2017,Yes,595,chronic_htn
Kansas,2017,No,35924,chronic_htn
Kansas,2018,Yes,662,chronic_htn
Kansas,2018,No,35599,chronic_htn
Kansas,2019,Yes,776,chronic_htn
